معاون حمل و نقل #شهرداری_تهران : فکر می‌کردیم با تغییر شهرداری و مدیریت شهری، #دولت سهم خود را به #مترو بپردازد اما تا این تاریخ نداده! تبریک به حامیان دولت در #تهران چقدر کثیف #مشکلات_معیشتی (سیاسی کاری),"[""معاون حمل و نقل شهرداری تهران"",""مدیریت شهری"",""مترو"",""حامیان دولت""]",true,annotator3
از مشکلات معیشتی و دیگر مشکلات مردم اطلاع داریم اما معتقدیم هیچ مشکل حل نشدنی در کشور وجود ندارد که ان‌شاءالله در چند روز آینده در این زمینه‌ها با مردم صحبت خواهم کرد. #ایران #تهران #البرز pic.twitter.com/UbbywcGDb1,"[""مشکلات معیشتی""]",true,annotator3
چرا #قالیباف #استعفا نمیده؟ نمی بیند که #نجفی به #بهانه بیماری نمی تونه از پس کلان شهر #تهران بر بیاد؟ ای کاش به جای سیاسی کاری های شورای شهر در نشاندن هم کیشان سابق، کمی هم دغدغه رفع مشکلات را داشتند.... تهران قدرت ریسک ندارد..... #استعفاى_نجفي,"[""قالیباف"",""استعفا"",""نجفی"",""تهران"",""شورای شهر"",""مشکلات""]",false,annotator3
محسن #هاشمی : #نجفی تا پایان تعطیلات #نوروز شهردار است. رییس شورای شهر #تهران در این فیلم مشکلات پزشکی را دلیل استعفای نجفی اعلام می کند. pic.twitter.com/bDm7sr7su1,"[""مشکلات پزشکی"",""استعفای نجفی"",""شهردار"",""نجفی""]",true,annotator3
ٰچهارشنبه سوری و مشکلات رژیم! #اهواز #خراسان #تهران #کرمانشاه #کوردستان #شیراز #کرج #تبریز #آذربایجان #زاهدان #iran #انقلاب_ایرانی #قیام_ایران #ایران #اصفهان http:// tinyurl.com/ycubd5wg pic.twitter.com/plhLvQ9ZQC,[],false,annotator4
Retweeted Besoyepirozi ( @besoyepirozi ): آسوشیتدپرس:‌ رژیم ایران محصور مشکلات اقتصادی #اهواز #خراسان #تهران ... https:// fb.me/NvjiYdEa,"[""مشکلات اقتصادی""]",false,annotator4
رشد جمعیت در شهرستان های اطراف #تهران از خود تهران بیشتر است و جالب آنکه رشد جمعیت شهر تهران از متوسط کل کشور کمتر است، این نوع مهاجرت، مهاجرت خطرناکی است. مشکل ایجاد حاشیه نشینی در تهران ناشی از #مشکلات _اقتصادی در سایر استان هاست,"[""رشد جمعیت"","" مشکلات اقتصادی"","" حاشیه نشینی"","" مهاجرت"","" تهران""]",true,annotator3
اینجا #بلوچستان هست همونجایی که #خامنه‌ای گفت: مشکلات بلوچستان به من مربوط نیست از دولت بخواهید. #مرگ_بر_خامنه_ای #رهبر_موقت #براندازم #ایران #تهران #شيراز #تبريز #رشت #کرمانشاه #اهواز #خوزستان #مشهد #قهدریجان #خرم‌آباد ##بهشهر #رشت #لرستانTranslate from Persian pic.twitter.com/C7klYgKRBm,"[""خامنه‌ای"",""مشکلات بلوچستان""]",true,annotator1
تجمع #دانشجویان دانشکده #سینما و تئاتر #دانشگاه هنر #تهران در #اعتراض به مشکلات صنفی و آموزشی.و... #ایران #براندازم #تظاهرات_سراسریTranslate from Persian pic.twitter.com/LYwWFDfYSG,"[""اعتراض به مشکلات صنفی و آموزشی"","" تجمع دانشجویان"","" دانشگاه هنر""]",true,annotator1
نژادبهرام: ۶ هزار نفر از ساکنان پایتخت دستفروش هستند زهرا نژادبهرام، عضو شورای شهر #تهران گفت: به دلیل تشدید مشکلات اقتصادی‌ قریب‌ به ۶ هزار نفر از ساکنان #پایتخت دستفروشی را به عنوان راهی برای امرار معاش انتخاب کرده‌اند.,"[""دستفروش"",""مشکلات اقتصادی‌"",""امرار معاش""]",true,annotator1
اگر از اذان صبح تا آخر شب پای کار شهر باشی و حل مشکلات #تهران را پی گیری کنی، ریاکاری و ظاهرسازی است، اما صرف وقت برای نامگذاری های جنجالی چند خیابان و ساختمان، عین امید و تدبیر است.,"[""مشکلات تهران"","" ریاکاری و ظاهرسازی"",""امید و تدبیر""]",true,annotator1
من از شما مى پرسم... مسئولى كه در خانه هاى ميلياردى #لواسانات و بالاشهر #تهران زندگى ميكند،آيا ميتواند به مشكلات #مستضعفين و حاشيه نشينان شهرهاى مختلف ازجمله تهران وديگر شهرها و روستاييان كشور رسيدگى كند؟! مگر انقلاب براى مستضعفين نبود؟! اين بود #دولت منتخب #جمهورى_اسلامى_ايران ؟!,"[""خانه هاى ميلياردى"",""مشكلات مستضعفين"",""انقلاب""]",true,annotator1
شکر خدا که همه مشکلات شهر #تهران رو #اصلاح طلبان دارن اصلاح میکنند فقط نمیدونم چرا بندش کردن به جماعت #کارگر و حق ناچیز کارگران زحمتکش رو نصف کردن دیگه مظلومتر از کارگر نبود!میخواین اون نصف دیگر رو هم بزنید به اسم کرباسچی یا نجفی یا هر #الاغ دیگه ای مثل خودتون !!!!,"[""مشکلات شهر تهران"",""کارگران زحمتکش"",""اصلاح طلبان""]",false,annotator1
ظاهرا #شورای_شهر #تهران تصمیم گرفتن که #کارگر_شمالی از #میدان_انقلاب تا اتوبان حکیم را به #مصدق تغییر نام بدن خوب مشکل بزرگ تهران حل شد. بقیه مشکلات هم مثل #ترافیک و #آلودگی_هوا و... هم که اصلا مهم نیستن! جداً از شورایی که اساس انتخابشون سیاسی بوده چیزی غیراز این انتظار داشتین؟,"[""شورای شهر تهران"","" انتخابشون سیاسی"","""",""مشکل بزرگ تهران"",""ترافیک و آلودگی هوا""]",false,annotator1
شورای شهر #تهران احتمالا قطعه بالای خیابان کارگر را به اسم مرحوم #مصدق نام‌گذاری می‌کنه؛ وقتی رییس شورای شهر رسما شده نائب رییس شهردار و شهردار هم وعده حل مشکلات مختلف رو برای سال‌های بعد می‌ده، معلومه شورای شهر چه اولویت‌های مهمی داره واسه حل مسائل شهری.,"[""شورای شهر تهران"","" حل مشکلات "","""",""مرحوم مصدق""]",false,annotator1
خودکشی دستاورد نظام است چرا که مردم در حل مشکلات به جایی رسیده اند خودکشی را ترجیح می دانند #تهران #ارومیه,"[""خودکشی"","" دستاورد نظام"","" حل مشکلات""]",true,annotator1
#نجفی : استحصال #آب ازمنابع زیر زمینی #تهران سه برابرمیزان مجازاست.این موضوع منجربه بروز مشکلاتی همانند #نشست_زمین ومشکلات ناشی ازآن شده است که قطعا درآینده ازنظر کمی و کیفی مشکلات بیشتری ایجادمی کندمگراینکه ازنظر آینده پژوهشی وآینده نگری به سراغ آن برویم http://Www. entekhab.ir/fa/news/396229 pic.twitter.com/Snthv2i85e,"[""منابع زیر زمینی تهران"",""نشست زمین""]",true,annotator1
عیوب پوستی که مشکلات سلامتی را فاش می‌کنند - http://www. parsdown.com/entry/101046 . . #parsdown #ایران #تهران,"[""مشکلات سلامتی"",""عیوب پوستی""]",true,annotator1
استفاده از حمل نقل عمومی نظیر #مترو #اتوبوس در #ایران برای #کمتوانان خطر آفرین است. هل دادن مردم در سوار یا پیاده شدن، عدم تخصیص صندلی های نزدیک به درب به کمتوانان، عدم اولویت دهی به کمتوانان، عدم هم سطح شدن اتوبوس با پیاده روی ایستگاه از این قبیل مشکلات است. #TLPD #تهران,"[""حمل نقل عمومی"","" کمتوانان"",""هل دادن مردم"",""پیاده روی ایستگاه""]",true,annotator1
دولت یه وضعیتی درست کرده که تایملاین رو بالا پایین میکنی، هشتگ هایی میبینی که ناشی از مشکلات مردم و استان ها و شهرهاست #آبادان #زابل #مشهد #تبریزبازاری #خرمشهر #تهران و ... از این همه مشکل سازی یه وقت خسته نشید آقای @hesamodin1,"[""مشکلات مردم""]",false,annotator4
روز یکشنبه ۲۹مهر 97جمعی از وانت بارهای پلاک عمومی شهر #تهران در محل برگزاری انتخابات اتحادیه کارفرمایی صنف حمل و نقل بار سبک شهری تهران، واقع در مصلی تهران دست به تجمع اعتراضی زده و خواستار حل مشکلات صنفی خود شدند. #اعتصاب_سراسری #تظاهرات_سراسری #اعتراضات_سراسری pic.twitter.com/57J9SK8GQu,"[""وانت بارهای پلاک عمومی"","" صنف حمل و نقل بار"","" تجمع اعتراضی"",""محل برگزاری انتخابات"",""مشکلات صنفی""]",true,annotator1
روز یکشنبه ۱مهر۹۷ دانشجویان دانشگاه علوم پزشکی دانشگاه ملی در #تهران در اعتراض به انتقال #دانشجویان خارجی به این دانشگاه و مشکلات صنفی دست به تجمع اعتراضی زدند. #دانشجو #تظاهرات_سراسری #اعتراضات_سراسری pic.twitter.com/uANl1RfTcy,"[""دانشجویان دانشگاه علوم پزشکی"",""انتقال دانشجویان خارجی"",""مشکلات صنفی"",""تجمع اعتراضی"",""اعتراض""]",true,annotator3
این خواهر و برادر بازی تخمی و کسل‌کننده رو کی تمومش می‌کنید؟,"[""تخمی و کسل‌کننده"",""خواهر و برادر""]",false,annotator1
رحمتی: سخت ترین بازی دوران ورزشی ام بود http://www.parsdown.com/%d8%b1%d8%ad%d9%85%d8%aa%db%8c-%d8%b3%d8%ae%d8%aa-%d8%aa%d8%b1%db%8c%d9%86-%d8%a8%d8%a7%d8%b2%db%8c-%d8%af%d9%88%d8%b1%d8%a7%d9%86-%d9%88%d8%b1%d8%b2%d8%b4%db%8c-%d8%a7%d9%85-%d8%a8%d9%88%d8%af.php …,"[""سخت ترین بازی دوران ورزشی""]",true,annotator1
کتاب در آمدی بر آسیب شناسی بازی های رایانه ای در ایران از منظر کارشناسان و متخصصین این حوزه http://it-news.ir/%da%a9%d8%aa%d8%a7%d8%a8-%d8%af%d8%b1-%d8%a2%d9%85%d8%af%db%8c-%d8%a8%d8%b1-%d8%a2%d8%b3%db%8c%d8%a8-%d8%b4%d9%86%d8%a7%d8%b3%db%8c-%d8%a8%d8%a7%d8%b2%db%8c-%d9%87%d8%a7%db%8c-%d8%b1%d8%a7%db%8c-1268/ …,"[""کتاب"",""آسیب شناسی بازی های رایانه ای در ایران""]",true,annotator2
یکیم نیست با ما منشن بازی کنه,[],false,annotator1
۵ گام برای حفاظت از کودکان در بازی های رایانه ای http://it-news.ir/%db%b5-%da%af%d8%a7%d9%85-%d8%a8%d8%b1%d8%a7%db%8c-%d8%ad%d9%81%d8%a7%d8%b8%d8%aa-%d8%a7%d8%b2-%da%a9%d9%88%d8%af%da%a9%d8%a7%d9%86-%d8%af%d8%b1-%d8%a8%d8%a7%d8%b2%db%8c-%d9%87%d8%a7%db%8c-%d8%b1-1277/ …,"[""حفاظت از کودکان"",""بازی های رایانه ای""]",true,annotator1
تف به روش بیاد هی کرکش میکنم ، وصل میشه به نت ، میپره بازی,"[""بازی""]",false,annotator1
ایران دربین پردرآمدترین کشورها ازصنعت بازی رایانه ای http://it-news.ir/%d8%a7%db%8c%d8%b1%d8%a7%d9%86-%d8%af%d8%b1%d8%a8%db%8c%d9%86-%d9%be%d8%b1%d8%af%d8%b1%d8%a2%d9%85%d8%af%d8%aa%d8%b1%db%8c%d9%86-%da%a9%d8%b4%d9%88%d8%b1%d9%87%d8%a7-%d8%a7%d8%b2%d8%b5%d9%86-1293/ …,"[""پردرآمدترین"",""بازی رایانه ای""]",true,annotator1
یادتونه بچه بودیم میخواستیم سگا بازی کنیم بچه کوچیکه سرتق میومد میگفت منم بازی،فیش دسته دو رو میکشیدیم میدادیم دستش میگفتیم بیا توام بازی!؟,"[""سگا بازی""]",false,annotator1
جمع کنیم بریم بابا مسخره بازی شد.,"[""مسخره بازی""]",false,annotator1
چرا باید الان هوس آسفالت هشت بازي کردن کنم؟:/,[],true,annotator1
ميدونم خال # پيك، شمشيره يه سربازه. ميدونم # خاج، گرز جنگيه. ميدونم # خشت تو اين بازى نشونِ ثروته. ولى.. ولى اون، شكلِ قلبِ من نيست. pic.twitter.com/kpYIuLv3D7,"[""شمشير"",""سرباز"",""خاج"",""گرز""]",false,annotator1
اینکه گفتم لاشی بازی در نمیارم دلیل نمیشه که ارتباطم با کسی نداشته بوده باشم خب:)) رابطه داشتن لاشی بازی نیست،پایبند نبودنه که بده,"[""لاشی بازی""]",false,annotator1
پیش بازی تاتنهام – آرسنال؛ حساس تر از همیشه http://www.parsdown.com/%d9%be%db%8c%d8%b4-%d8%a8%d8%a7%d8%b2%db%8c-%d8%aa%d8%a7%d8%aa%d9%86%d9%87%d8%a7%d9%85-%d8%a2%d8%b1%d8%b3%d9%86%d8%a7%d9%84%d8%9b-%d8%ad%d8%b3%d8%a7%d8%b3-%d8%aa%d8%b1-%d8%a7%d8%b2-%d9%87%d9%85.php …pic.twitter.com/BYtGD2DVVH,"[""تاتنهام"",""آرسنال""]",true,annotator1
چشم به هم بزنی با نوه هات بازی میکنی اصن,[],false,annotator1
کومان کلا ۵ سال فوتبال بازی کرده هم ۵ سال لیگ برده بخرین اینو خوش قدم و خوش روزیه pic.twitter.com/AfI01RCavg,"[""کومان کلا "",""فوتبال""]",false,annotator2
‌چطور زیرساختها برای بانوان سایرکشورها که تیمهاشون درایران بازی داره مشکلی نداره!؟مگه مجبوری ماله بکشی,"[""بانوان"",""ایران"",""ماله بکشی""]",false,annotator1
گل لمپاردم تو همین بازی فوق العاده بود ولی آره به نظرم این بهترین گلمون تو گودیسون پارک بوده همیشه موقع چلسی اورتون من یاد این بازی میوفتم https://twitter.com/chelseafc/status/858301099660328960 …,"[""لمپارد"",""گودیسون پارک"",""چلسی"",""اورتون""]",false,annotator1
ای دولت # آشنا به ترفند دروغ! محکم شده بینتان چه پیوند دروغ! میشد که سرِ بازی قدرت نشوید اینقدر ذلیل وخوار در بند دروغ! # روحانی_دروغ_ممنوع,"[""ترفند دروغ"",""دولت"",""ذلیل وخوار""]",true,annotator1
بازی جدید مغزم اینه که از یه فکر شرو شه و بعد 1 ساعتو نیم دوباره به همون فکر برسه,"[""بازی جدید مغزم""]",false,annotator1
میای بریم بازی کنیم؟ ؛)),[],false,annotator1
نگين فيو استار،بگين حاصل باند بازي,"[""باند بازي"",""فيو استار""]",false,annotator1
ولی بچه‌های امروزی تا وقتی که عصر تابستون داغ خسته از بازی، نرن در‌خونه یکیشون و شلنگ نندازه دم در و ازش آب نخورن،بچگی نکردن,"[""تابستون داغ"",""بچه‌های امروزی""]",false,annotator1
حالا نه که عنه خاصی باشم،دوستان بعضا دیدن چه ریختیم فک کنم دلیلش اینه که سرم تو کاره خودمه لاشی بازی درنمیارم،وگرنه آپشنی ندارم,"[""لاشی بازی""]",false,annotator1
نگین منشن بازی...بگین لیسو بازی,[],false,annotator1
از کثیف‌ترین بازی‌ها میتونم به بازی (کی زودتر دلش تنگ میشه پیام میده)اشاره کنم یسریام هنوز تو حال و هوای دبستانن :(,"[""کثیف‌ترین بازی‌ها""]",false,annotator1
برنامه هاي جم با اصاب يكي بد بازي كرده ها https://twitter.com/bbcfardad/status/858408361901031424 …,[],false,annotator1
پدر علیز یچیز میگم جون پسر سگت ناراحت نشو !! خیلی ظایع بازی در میاری =)))),"[""ظایع بازی"",""علیز یچیز""]",false,annotator1
بیرانوند: بازی با الوحده آخرین بازی من برای پرسپولیس است/ برای هواداران متاسفم http://dlvr.it/P1ZxsB,"[""بیرانوند"","""",""آخرین بازی"",""پرسپولیس"",""هواداران""]",true,annotator1
بازی 2 Mega Man Legacy Collection فاش شد http://dlvr.it/P1ZxZd,"[""بازی""]",true,annotator1
شخصیت جوکر بازی Injustice 2 به طور رسمی معرفی شد http://dlvr.it/P1ZxXc,"[""شخصیت جوکر ""]",true,annotator1
شايدم خواننده ها چند وقت يه بار ميشينن دور هم هفت خبيث بازى ميكنن، سيبيل بازندرو ميزنن,"[""خواننده"",""هفت خبيث""]",false,annotator1
بهش میگن رویای شفاف. فیلم inseption رو ببین دیکاپریو بازی کرده,"[""دیکاپریو""]",false,annotator1
بیرانوند باید بیاد بگه گه خوردم در غیر اینصورت هیچ هواداری ای ندارم از پرسپولیسی که این توش بخواد بازی کنه بکنم,"[""بیرانوند"","""",""هواداری"",""پرسپولیسی""]",false,annotator1
کتاب بازی کاری (نگاهی به شکل گیری مفهومی نو در عرصه فضای مجازی و کاربردهای آن) http://it-news.ir/%da%a9%d8%aa%d8%a7%d8%a8-%d8%a8%d8%a7%d8%b2%db%8c-%da%a9%d8%a7%d8%b1%db%8c-%d9%86%da%af%d8%a7%d9%87%db%8c-%d8%a8%d9%87-%d8%b4%da%a9%d9%84-%da%af%db%8c%d8%b1%db%8c-%d9%85%d9%81%d9%87%d9%88%d9%85-1258/ …,[],true,annotator1
حالا هنوز که در نیامده کی کشته اما مدل مافیا بازی رسانه ای هم در ترکیه و هم در ایران این مدلی نیست. به خاطر نرسیدن یک باج اندک آدم می کشند.,"[""مافیا بازی رسانه ای"",""ترکیه"",""ایران""]",false,annotator1
کتاب در آمدی بر آسیب شناسی بازی های رایانه ای در ایران از منظر کارشناسان و متخصصین این حوزه http://it-news.ir/%da%a9%d8%aa%d8%a7%d8%a8-%d8%af%d8%b1-%d8%a2%d9%85%d8%af%db%8c-%d8%a8%d8%b1-%d8%a2%d8%b3%db%8c%d8%a8-%d8%b4%d9%86%d8%a7%d8%b3%db%8c-%d8%a8%d8%a7%d8%b2%db%8c-%d9%87%d8%a7%db%8c-%d8%b1%d8%a7%db%8c-1267/ …,"[""آسیب شناسی بازی های رایانه ای"",""کارشناسان و متخصصین""]",true,annotator1
خب شما بازی های پیچیده امنیتی رژیم را دست کم گرفته اید، رژیم سعی میکند با دیو سازی از یک نامزد انتخابات را رونق دهد ولی امتیازی ندهد,"[""بازی های پیچیده امنیتی رژیم"",""نامزد انتخابات"",""دیو سازی""]",true,annotator1
۵ گام برای حفاظت از کودکان در بازی های رایانه ای http://it-news.ir/%db%b5-%da%af%d8%a7%d9%85-%d8%a8%d8%b1%d8%a7%db%8c-%d8%ad%d9%81%d8%a7%d8%b8%d8%aa-%d8%a7%d8%b2-%da%a9%d9%88%d8%af%da%a9%d8%a7%d9%86-%d8%af%d8%b1-%d8%a8%d8%a7%d8%b2%db%8c-%d9%87%d8%a7%db%8c-%d8%b1-1276/ …,"[""حفاظت از کودکان"",""بازی های رایانه ای""]",true,annotator1
ارتباط رفتار والدین با انجام بازی های ویدئویی توسط کودکان http://it-news.ir/%d8%a7%d8%b1%d8%aa%d8%a8%d8%a7%d8%b7-%d8%b1%d9%81%d8%aa%d8%a7%d8%b1-%d9%88%d8%a7%d9%84%d8%af%db%8c%d9%86-%d8%a8%d8%a7-%d8%a7%d9%86%d8%ac%d8%a7%d9%85-%d8%a8%d8%a7%d8%b2%db%8c-%d9%87%d8%a7%db%8c-1281/ …,"[""رفتار والدین"",""بازی های ویدئویی توسط کودکان""]",true,annotator1
بگیرید بخوابید بابا [تصمیم می‌گیرد به بازی کردن فال‌آوت ادامه دهد],[],true,annotator1
خیلی دیگه بزبیاری بود :دی معمولا آخرین بازی ایتالیا بیشتر از 2.5 گل داره، آلمان هم خوشم نمیاد راستش، اینالیا رو عشق است :دی,"[""آخرین بازی ایتالیا"",""آلمان""]",false,annotator1
تو كه تو شُكى چرا دلقك بازى درميارى و چشمك ميزنى ؟!,"[""دلقك بازى""]",false,annotator1
مهربون باشن آدم میره سراغ کونی بازی,"[""کونی بازی""]",false,annotator1
ایران دربین پردرآمدترین کشورها ازصنعت بازی رایانه ای http://it-news.ir/%d8%a7%db%8c%d8%b1%d8%a7%d9%86-%d8%af%d8%b1%d8%a8%db%8c%d9%86-%d9%be%d8%b1%d8%af%d8%b1%d8%a2%d9%85%d8%af%d8%aa%d8%b1%db%8c%d9%86-%da%a9%d8%b4%d9%88%d8%b1%d9%87%d8%a7-%d8%a7%d8%b2%d8%b5%d9%86-1292/ …,"[""پردرآمدترین کشورها"",""صنعت بازی رایانه ای""]",true,annotator1
تو لیگ 1 ایران داور بازی بادران رو دادن به داداش صاحب باشگاه :)))) باز بگید این نتورک الکیه و به جایی نمیشه رسید باهاشون,"[""لیگ 1 ایران"",""داور بازی""]",false,annotator1
این یه بازی جدیده دقت کنید اسیر این حرفا نشید هدف پایان روحانی باشد ،بهتر است تا رسیدن به جهانگیری,"[""پایان روحانی"",""رسیدن به جهانگیری"",""بازی جدیده""]",false,annotator1
:( بازی رئالو ضبط کردم که شب برگشتم خونه نگاه کنم! اما نوید نتیجه رو میدونست،ندا هم زنگ زد گفت رئال برده که!,"[""بازی رئال ""]",false,annotator2
تو فکر میکنی آمریکا نگران منو تو هست؟ این بازی هارو در میارن تا هم به عربها اسلحه بفروشن هم کسری بودجشونو جبران کنن. در اشتباهی,"[""آمریکا"",""عربها"",""اسلحه""]",false,annotator2
هر روز بیست تا استوری از انتر بازی حیوون خونگیتون میذارین ها ما خیلی دوس داریم:|,"[""استوری"",""انتر بازی حیوون""]",false,annotator1
دمش گرم سوارز بعد چند بازی گل نزدن، اینجا دبل کرد.,"[""سوارز"",""دبل""]",false,annotator1
https://telegram.me/harfbemanbot?start=NjU3NzE0MDA … ناشناس بازی اخر شب,[],true,annotator1
اینکه چیزی نیست همین فرمون بریم مثل داعشی ها با کله مردم گل کوچیک بازی میکنیم,"[""داعشی ها""]",false,annotator2
نه ولی این فضایی که شما الان درست کردی در آستانه بازی با الوحده کمتر از اعتصاب بازیکنای پرسپولیس نیست,"[""پرسپولیس"",""الوحده""]",true,annotator1
خنجر بازی در کار نیست داداچ یه نگا به توییتای خودتو بیوی من بنداز دستت میاد,"[""توییتای"",""خنجر بازی""]",false,annotator1
این بازی بارسلونا یک گل دیگه هم داره، شرط ببندید :دی,"[""بارسلونا""]",false,annotator1
بعضی از بازیگرای پورن طبیعی تر از بازیگرای ایرانی بازی میکنن.,"[""بازیگرا"",""بازیگرای ایرانی""]",false,annotator3
بزنین # شبکه_ورزش وسط بازی # بارسا زیر صدای گزارش # علیفر داره آهنگ # شادمهر پخش میشه .,"[""شبکه_ورزش"",""علیفر"",""شادمهر""]",false,annotator3
بازي ٣-١ رو ٤-٣ عقب افتاديم :(,"[""بازي""]",false,annotator3
ايتاليا گل چهارم رو به ايران زد.٤-٣ بازي زيباييه نفهميدم آخرش چرا كلمه راحت تيرك رو به ددديرك بدل كرديم # iranvsitaly # BeachSoccerWorldCup,"[""بازي"",""ايتاليا"",""ايران""]",false,annotator3
سرهنگ كه يه بازي رو گزارش ميكنه آدم همش بايد كنترل دستش باشه صدارو كم و زياد كنه معنيِ واقعيِ آدم موجي اين سرهنگِ,"["" بازي"","" گزارش"","" سرهنگ"",""آدم موجي""]",false,annotator3
من همونم که سوالای امتحان لو رفت نیم ساعت بعد جوابا لو رفت بازم گشاد بازی درآوردم درس نخوندم.,"[""امتحان"",""درس""]",false,annotator3
بازیکنی که قبل بازی حساس با الوحده اعتصاب میکنه درحالیکه هفتاددرصدقراردادش روگرفته حق زدن این حرفارو نداره،بازیکن حق زیرسوال بردن تیمو نداره,"[""بازی حساس"",""هفتاددرصدقرارداد""]",false,annotator1
خارج از جناح بازی کسی باید به فکر مردم باشد!!! # مردمhttps://twitter.com/asoupar/status/858234585381036032 …,"[""جناح بازی"",""به فکر مردم""]",true,annotator1
# تحريم_انتخابات سر تا پاي رژيم ولايت فقيه فاسد است همه سر و ته يك كرباسند انتخابات نمايشي آخوندها سياه بازي است نه بزرگ به انتخابات قلابي https://twitter.com/SaeidShahabi90/status/857519040821997569 …,"[""انتخابات نمايشي آخوندها"",""رژيم ولايت فقيه"",""انتخابات قلابي""]",false,annotator1
حس میکنم وقتی مناظره میکنن یه عده تواتاف فکرنشستن میگن ایولا داره خوب بازی میکنه,"[""مناظره"",""اتاف فکر""]",false,annotator1
واقعا متاسفم پرسپولیسی شدم و یکی مث بیرانوند واسم ناز میکنه که بازی بعدیم آخرین بازیم با لباس پرسپولیسه. حیف گوسفندی که تو چوپونش بودی.,"[""پرسپولیسی"",""بیرانوند""]",false,annotator1
شلوغي يه بازي واليبال را كه نميشه با شلوغي يه مسابقه فوتبال مقايسه كرد كه,"[""بازي واليبال"",""مسابقه فوتبال""]",false,annotator1
